Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
88,2687,054.0 056.0,19-4904CR-HY-097-1548-05400560-0074A-3,74,8.64,33.8,3.57,26.236,54.4,155.3602,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,74.0,8.64,8.63,33.8,26.23,178.7,0.14,3.57,54.4,,,,,,,,74.0,,,,,,,,
204,6148,018.0 018.0,19-4905HO-HY-120-1112-01800180-0158A-3,158,7.04,33.84,2.56,26.502,37.6,111.3779,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,158.0,7.04,7.03,33.84,26.5,154.6,0.34,2.56,37.6,,,,,,,,159.0,,,,,,,,
515,15597,112.0 107.0,19-4908CR-HY-221-0442-11201070-0074A-3,74,15.39,33.66,5.99,24.857,105.2,261.0251,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.44,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,74.0,15.39,15.38,33.66,24.85,310.7,0.27,5.99,105.2,,0.44,,,,,,74.0,,,,,,,,
1001,30861,086.7 060.0,19-5002CR-HY-039-1942-08670600-0047A-3,47,12.16,33.33,5.52,25.264,90.6,240.4485,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.64,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,47.0,12.16,12.15,33.33,25.26,270.9,0.13,5.52,90.6,,0.64,,,,,,47.0,,,,,,,,
312,9403,054.0 056.0,19-4906CR-HY-160-0524-05400560-0136A-3,136,8.09,33.89,2.06,26.391,31.0,89.63406,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,136.0,8.09,8.08,33.89,26.39,165.0,0.29,2.06,31.0,,,,,,,,137.0,,,,,,,,
179,5412,071.0 085.0,19-4905CR-HY-127-0924-07100850-0024A-3,24,13.16,33.03,5.96,24.837,99.7,259.7229,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.54,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,24.0,13.16,13.16,33.03,24.83,311.0,0.07,5.96,99.7,,0.54,,,,,,24.0,,,,,,,,
228,6903,024.0 120.0,19-4905HO-HY-129-2142-02401200-1100A-7,1100,3.17,34.439,0.44,27.429,5.9,19.1258,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1100.0,3.17,3.09,34.439,27.42,72.5,1.46,0.44,5.9,,,,,,,,1110.0,,,,,,,,
915,28213,071.0 066.0,19-5001CR-HY-006-2006-07100660-1000A-7,1000,3.8,34.309,0.59,27.264,8.0,25.65008,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.51,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1000.0,3.8,3.73,34.309,27.26,88.7,1.29,0.59,8.0,,3.51,,,,,,1009.0,,,,,,,,
364,10997,036.0 125.0,19-4907BD-HY-186-0642-03601250-0300A-7,300,6.94,33.893,3.4,26.559,49.8,147.9155,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,300.0,6.94,6.91,33.893,26.55,151.3,0.72,3.4,49.8,,,,,,,,302.0,,,,,,,,
269,8156,092.0 117.0,19-4905NS-HY-132-1142-09201170-1200A-7,1200,3.31,34.537,0.97,27.495,13.1,42.16098,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.14,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1200.0,3.31,3.22,34.537,27.49,67.6,1.54,0.97,13.1,,3.14,,,,,,1210.0,,,,,,,,
399,12007,092.0 088.0,19-4907CR-HY-183-1806-09200880-0010A-7,10,16.76,33.424,5.61,24.362,101.2,244.584,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.57,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,10.0,16.76,16.76,33.424,24.36,355.8,0.03,5.61,101.2,,0.57,,,,,,10.0,,,,,,,,
840,25900,113.3 127.0,19-4911CR-HY-315-1012-11331270-0900A-7,900,4.41,34.484,0.56,27.34,7.7,24.34403,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.18,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,900.0,4.41,4.34,34.484,27.34,82.2,1.42,0.56,7.7,,3.18,,,,,,907.0,,,,,,,,
597,18142,034.0 046.0,19-4909BD-HY-254-0406-03400460-0500A-7,500,5.19,34.206,0.52,27.029,7.3,22.61202,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.15,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,5.19,5.15,34.206,27.02,108.2,0.81,0.52,7.3,,3.15,,,,,,504.0,,,,,,,,
139,4244,113.3 137.0,19-4904NS-HY-095-0348-11331370-0800A-7,800,4.8,34.458,0.54,27.276,7.5,23.47607,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,800.0,4.8,4.74,34.458,27.27,87.9,1.34,0.54,7.5,,,,,,,,806.0,,,,,,,,
492,14892,004.0 088.0,19-4908BD-HY-225-1918-00400880-0415A-3,415,4.86,34.0,1.55,26.902,21.6,67.40955,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,3.25,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,415.0,4.86,4.83,34.0,26.9,118.7,0.78,1.55,21.6,,3.25,,,,,,418.0,,,,,,,,
569,17264,069.0 144.0,19-4908HO-HY-231-0612-06901440-0000B-3,0,19.8,33.39,5.15,23.587,98.4,224.699,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.46,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,19.8,19.8,33.39,23.58,429.4,0.0,5.15,98.4,,0.46,,,,,,0.0,,,,,,,,
1018,31411,096.7 060.0,19-5002CR-HY-045-0336-09670600-0297A-3,297,7.15,34.18,1.31,26.756,19.3,56.98004,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,2.63,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,297.0,7.15,7.12,34.18,26.75,132.8,0.59,1.31,19.3,,2.63,,,,,,299.0,,,,,,,,
975,30098,050.0 080.0,19-5002BD-HY-048-1548-05000800-0075A-3,75,9.03,32.79,4.56,25.385,69.6,198.6079,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,75.0,9.03,9.02,32.79,25.38,259.6,0.21,4.56,69.6,,,,,,,,75.0,,,,,,,,
157,4767,102.0 103.0,19-4904NS-HY-100-0330-10201030-0800A-7,800,4.48,34.399,0.5,27.264,6.9,21.73735,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.28,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,800.0,4.48,4.42,34.399,27.26,88.4,1.31,0.5,6.9,,3.28,,,,,,806.0,,,,,,,,
60,1814,113.3 137.0,19-4903NS-HY-069-0512-11331370-0026A-3,26,16.79,33.84,,24.675,,,,3.0,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,26.0,16.79,16.79,33.84,24.67,326.6,0.08,,,,,,,,,,26.0,,,,,,,,
904,27839,081.0 117.0,19-4911HO-HY-323-2042-08101170-0030A-7,30,18.01,33.54,5.54,24.154,102.4,241.5812,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.46,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,30.0,18.01,18.0,33.54,24.15,376.4,0.11,5.54,102.4,,0.46,,,,,,30.0,,,,,,,,
312,9400,054.0 056.0,19-4906CR-HY-160-0524-05400560-0090A-3,90,8.34,33.69,2.8,26.196,42.3,121.8559,,3.0,2.0,8.0,2.0,,9.0,,8.0,8.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,90.0,8.34,,33.69,,,0.21,2.8,42.9,,,,,,,,91.0,,,,,,,,
538,16322,092.0 098.0,19-4908CR-HY-227-1206-09200980-0000B-3,0,18.4,33.46,5.52,23.996,102.8,240.7462,,3.0,1.0,,2.0,,9.0,,,,,9.0,,9.0,0.55,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,18.4,18.4,33.46,23.99,390.5,0.0,5.52,102.8,,0.55,,,,,,0.0,,,,,,,,
970,29952,061.0 055.0,19-5002BD-HY-047-0200-06100550-0300A-7,300,6.74,34.134,1.38,26.776,20.2,60.02361,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,300.0,6.74,6.71,34.134,26.77,130.7,0.54,1.38,20.2,,,,,,,,302.0,,,,,,,,
44,1335,102.0 084.0,19-4903NS-HY-064-1854-10200840-0399A-3,399,7.23,34.2,,26.762,,,,3.0,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,399.0,7.23,7.19,34.2,26.76,134.0,0.85,,,,,,,,,,401.0,,,,,,,,
990,30591,090.0 090.0,19-5002CR-HY-037-0724-09000900-0544A-3,544,5.26,34.18,0.71,27.0,10.0,30.87498,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,2.89,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,544.0,5.26,5.22,34.18,27.0,111.4,1.07,0.71,10.0,,2.89,,,,,,548.0,,,,,,,,
845,26034,112.0 078.0,19-4911CR-HY-316-1530-11200780-0020A-7,20,18.89,33.772,5.39,24.113,101.5,235.0496,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.38,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,20.0,18.89,18.89,33.772,24.11,380.0,0.07,5.39,101.5,,0.38,,,,,,20.0,,,,,,,,
202,6089,054.0 056.0,19-4905CR-HY-134-0736-05400560-0100A-7,100,8.44,33.843,2.94,26.301,44.6,127.9356,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.35,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,100.0,8.44,8.43,33.843,26.3,173.0,0.2,2.94,44.6,,2.35,,,,,,101.0,,,,,,,,
439,13251,050.0 104.0,19-4907HO-HY-185-0142-05001040-0300A-7,300,6.62,33.944,2.47,26.642,35.9,107.4476,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.06,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,300.0,6.62,6.59,33.944,26.64,143.3,0.68,2.47,35.9,,2.06,,,,,,302.0,,,,,,,,
140,4260,113.3 127.0,19-4904NS-HY-095-1006-11331270-0150A-3,150,14.09,33.49,5.52,25.007,94.3,240.5088,,3.0,2.0,,2.0,8.0,9.0,,8.0,8.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,150.0,14.09,14.07,33.49,,,0.45,5.52,94.5,,,,,,,,151.0,,,,,,,,
925,28510,072.0 060.7,19-5001CR-HY-008-0400-07200607-0098A-3,98,9.21,33.57,3.02,25.967,46.5,131.4596,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,2.14,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,98.0,9.21,9.2,33.57,25.96,204.8,0.23,3.02,46.5,,2.14,,,,,,99.0,,,,,,,,
620,18870,113.3 127.0,19-4909CR-HY-251-1130-11331270-0500A-7,500,6.55,34.258,0.54,26.901,7.9,23.48464,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.38,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,6.55,6.5,34.258,26.9,121.8,1.08,0.54,7.9,,3.38,,,,,,503.0,,,,,,,,
618,18791,126.0 132.0,19-4909CR-HY-250-1024-12601320-0600A-7,600,6.06,34.454,0.26,27.121,3.7,11.305,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.4,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,600.0,6.06,6.01,34.454,27.12,102.0,1.15,0.26,3.7,,3.4,,,,,,604.0,,,,,,,,
625,19020,112.0 078.0,19-4909CR-HY-252-1806-11200780-0200A-7,200,9.65,33.754,3.3,26.042,51.4,143.6374,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.03,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,200.0,9.65,9.63,33.754,26.04,200.0,0.59,3.3,51.4,,2.03,,,,,,201.0,,,,,,,,
239,7219,124.0 083.0,19-4905NS-HY-122-0324-12400830-0099A-3,99,14.22,33.89,5.22,25.287,89.7,227.3755,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.73,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,99.0,14.22,14.21,33.89,25.28,270.4,0.31,5.22,89.7,,0.73,,,,,,99.0,,,,,,,,
67,2055,123.3 073.0,19-4903NS-HY-071-1124-12330730-0300A-7,300,8.75,34.313,,26.625,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,300.0,8.75,8.72,34.313,26.62,146.4,0.69,,,,,,,,,,302.0,,,,,,,,
740,22749,111.0 058.0,19-4910CR-HY-282-2230-11100580-1000A-7,1000,4.12,34.555,0.91,27.428,12.5,39.55567,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1000.0,4.12,4.04,34.555,27.42,74.3,1.47,0.91,12.5,,,,,,,,1008.0,,,,,,,,
722,22163,092.0 044.0,19-4910CR-HY-277-0406-09200440-0200A-7,200,8.18,34.103,2.16,26.546,32.6,93.97105,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,200.0,8.18,8.16,34.103,26.54,151.6,0.44,2.16,32.6,,,,,,,,201.0,,,,,,,,
570,17314,080.0 147.0,19-4908HO-HY-231-2224-08001470-0400A-7,400,6.16,34.061,1.51,26.795,21.7,65.67679,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.7,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,400.0,6.16,6.12,34.061,26.79,129.9,0.88,1.51,21.7,,2.7,,,,,,402.0,,,,,,,,
474,14364,026.0 102.0,19-4908BD-HY-219-1854-02601020-1256A-3,1256,2.87,34.48,0.48,27.49,6.4,20.86327,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,3.57,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1256.0,2.87,2.78,34.48,27.49,67.1,1.57,0.48,6.4,,3.57,,,,,,1268.0,,,,,,,,
992,30656,090.0 070.0,19-5002CR-HY-037-1954-09000700-0388A-3,388,6.26,34.16,0.93,26.86,13.4,40.44738,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,2.88,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,388.0,6.26,6.23,34.16,26.86,123.7,0.76,0.93,13.4,,2.88,,,,,,390.0,,,,,,,,
1073,33123,060.0 110.0,19-5003BD-HY-065-0730-06001100-1100A-7,1100,3.47,34.501,0.64,27.45,8.7,27.81877,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1100.0,3.47,3.39,34.501,27.45,71.4,1.44,0.64,8.7,,,,,,,,1110.0,,,,,,,,
72,2200,042.0 068.0,19-4904CR-HY-091-1418-04200680-0100A-7,100,8.07,33.506,3.94,26.092,59.1,171.486,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,100.0,8.07,8.06,33.506,26.09,192.7,0.24,3.94,59.1,,,,,,,,101.0,,,,,,,,
519,15741,111.0 068.0,19-4908CR-HY-222-0830-11100680-1000A-7,1000,4.31,34.477,0.75,27.346,10.3,32.60343,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.03,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1000.0,4.31,4.23,34.477,27.34,82.4,1.41,0.75,10.3,,3.03,,,,,,1008.0,,,,,,,,
49,1478,101.0 034.0,19-4903NS-HY-066-0306-10100340-0075A-7,75,10.74,33.523,,25.673,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,75.0,10.74,10.73,33.523,25.67,232.4,0.2,,,,,,,,,,75.0,,,,,,,,
63,1926,125.0 112.0,19-4903NS-HY-070-1106-12501120-0292A-3,292,10.67,34.36,,26.343,,,,3.0,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,292.0,10.67,10.63,34.36,26.34,174.1,0.83,,,,,,,,,,293.0,,,,,,,,
91,2798,051.0 085.0,19-4904CR-HY-098-0748-05100850-0700A-7,700,4.61,34.413,0.42,27.26,5.8,18.25945,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,700.0,4.61,4.55,34.413,27.26,87.9,0.98,0.42,5.8,,,,,,,,706.0,,,,,,,,
306,9219,049.0 114.0,19-4906CR-HY-158-1542-04901140-0150A-7,150,8.59,33.462,4.46,25.98,67.7,194.1398,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,150.0,8.59,8.57,33.462,25.98,204.4,0.43,4.46,67.7,,,,,,,,151.0,,,,,,,,
326,9855,103.3 119.0,19-4906HO-HY-151-1130-10331190-0844A-3,844,4.35,34.42,0.41,27.295,5.7,17.82409,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,844.0,4.35,4.28,34.42,27.29,85.7,1.27,0.41,5.7,,,,,,,,850.0,,,,,,,,
517,15655,112.0 088.0,19-4908CR-HY-221-1636-11200880-0000B-3,0,20.0,33.84,5.34,23.878,102.7,232.9227,,3.0,1.0,,2.0,,9.0,,,,,9.0,,9.0,0.43,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,20.0,20.0,33.84,23.87,401.7,0.0,5.34,102.7,,0.43,,,,,,0.0,,,,,,,,
340,10285,112.0 078.0,19-4906HO-HY-155-0324-11200780-0700A-7,700,5.17,34.422,0.17,27.204,2.4,7.391132,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,700.0,5.17,5.11,34.422,27.2,94.1,1.15,0.17,2.4,,,,,,,,705.0,,,,,,,,
95,2917,048.0 124.0,19-4904CR-HY-099-0542-04801240-0500A-7,500,4.85,34.085,0.71,26.971,9.9,30.87585,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,4.85,4.81,34.085,26.97,113.1,0.85,0.71,9.9,,,,,,,,504.0,,,,,,,,
313,9445,072.0 061.0,19-4906CR-HY-161-0330-07200610-0500A-7,500,5.02,34.154,0.63,27.007,8.8,27.39592,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,5.02,4.98,34.154,27.0,110.0,,0.63,8.8,,,,,,,,504.0,,,,,,,,
686,20996,081.0 107.0,19-4909HO-HY-260-0754-08101070-0020A-7,20,18.88,33.244,5.56,23.712,104.3,242.5581,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,20.0,18.88,18.88,33.244,23.71,418.3,0.08,5.56,104.3,,,,,,,,20.0,,,,,,,,
682,20874,080.0 147.0,19-4909HO-HY-259-0736-08001470-0070A-3,70,14.99,33.31,6.12,24.674,106.4,266.7377,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,70.0,14.99,14.98,33.31,24.67,327.9,0.27,6.12,106.4,,,,,,,,70.0,,,,,,,,
695,21274,042.0 068.0,19-4910BD-HY-279-0412-04200680-0020A-7,20,15.86,32.695,5.67,24.008,100.0,247.2854,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.52,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,20.0,15.86,15.86,32.695,24.0,389.9,0.07,5.67,100.0,,0.52,,,,,,20.0,,,,,,,,
567,17225,069.0 125.0,19-4908HO-HY-230-1824-06901250-0500A-7,500,5.82,34.218,0.62,26.963,8.9,26.96222,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.97,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,5.82,5.78,34.218,26.96,115.2,1.02,0.62,8.9,,2.97,,,,,,503.0,,,,,,,,
536,16285,092.0 117.0,19-4908CR-HY-227-0036-09201170-0900A-7,900,4.1,34.404,0.61,27.309,8.4,26.51841,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.18,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,900.0,4.1,4.03,34.404,27.3,84.4,1.41,0.61,8.4,,3.18,,,,,,907.0,,,,,,,,
463,14012,043.3 058.0,19-4908BD-HY-215-1518-04330580-0300A-7,300,6.27,34.05,1.57,26.771,22.7,68.28806,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.9,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,300.0,6.27,6.24,34.05,26.77,130.8,0.59,1.57,22.7,,2.9,,,,,,302.0,,,,,,,,
157,4763,102.0 103.0,19-4904NS-HY-100-0330-10201030-0500A-7,500,5.88,34.254,0.68,26.984,9.7,29.57086,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.12,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,5.88,5.84,34.254,26.98,113.2,1.01,0.68,9.7,,3.12,,,,,,503.0,,,,,,,,
534,16204,092.0 137.0,19-4908CR-HY-226-1324-09201370-0100A-7,100,14.7,33.66,5.72,25.008,99.1,249.2226,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.45,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,100.0,14.7,14.69,33.66,25.0,297.1,0.34,5.72,99.1,,0.45,,,,,,100.0,,,,,,,,
918,28276,072.0 052.0,19-5001CR-HY-007-0824-07200520-0049A-3,49,11.1,33.55,4.82,25.63,77.4,209.8819,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,49.0,11.1,11.09,33.55,25.63,236.0,0.11,4.82,77.4,,,,,,,,49.0,,,,,,,,
492,14881,004.0 088.0,19-4908BD-HY-225-1918-00400880-0100A-7,100,7.37,32.769,6.92,25.613,101.7,301.3293,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,1.65,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,100.0,7.37,7.36,32.769,25.61,238.0,0.32,6.92,101.7,,1.65,,,,,,101.0,,,,,,,,
1034,31877,130.0 080.0,19-5002HO-HY-035-0242-13000800-0400A-7,400,7.99,34.405,0.43,26.814,6.5,18.70232,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.9,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,400.0,7.99,7.95,34.405,26.81,129.8,0.84,0.43,6.5,,2.9,,,,,,402.0,,,,,,,,
571,17353,080.0 137.0,19-4908HO-HY-232-0430-08001370-1123A-3,1123,3.55,34.51,1.13,27.45,15.3,49.11752,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,2.9,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1123.0,3.55,3.47,34.51,27.45,71.8,1.58,1.13,15.3,,2.9,,,,,,1133.0,,,,,,,,
660,20139,046.7 133.0,19-4909HO-HY-251-0906-04671330-0008A-3,8,19.34,33.14,4.1,23.515,77.5,178.8992,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.55,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,8.0,19.34,19.34,33.14,23.51,436.6,0.03,4.1,77.5,,0.55,,,,,,8.0,,,,,,,,
